review,rating,Label
"
Drove mine through hell and back, snow, rain, grass, and dirt, lasted a long time for a mailman. They are terrible in mud and on ice, beware, they have no grip especially if you wear them daily. Could use more support to other than that good to go.To save money in trying to find the perfect shoe I may just buy this one again as a summer shoe and get some shoes or boots with grip for the winter and call it a day
",4,neutral
"
They look to be of good quality, and the last pair of Nikes I owned lasted me 5 years.
",5,happy
"
I have trouble with all kinds of shoes hurting my feet. the Nike Monarchs are one of the few shoes I can wear all day without pain or fatigue.
",5,neutral
"
I purchased this shoe to compliment the other colors in the Monarch series that I have.  They are the most comfortable shoes I've ever worn and won me over away from the Reebok Walk DMX line as they would always rupture their air bladders in just a few months.These shoes fit my feet very well and don't fatigue them like other shoes have.  I wear the all black version around the office and wish that Nike would make a brown leather version suitable for office wear.  If you've got feet problems and need a supportive comfortable shoe then you should consider getting a pair of these for yourself.Edit:  After a few weeks of use they started squeaking when I walked so I had to remove the insoles and line the glued area with baby powder so make it stop.  This has remained true on every pair I've ever purchased so if you own a pair and they start squeaking when you walk then you will need to apply baby powder to the soles underneath the insoles.
",5,happy
"
The advertisement shows that the size is 4E as shown in the picture.  What I received was width of size D which are a little snug on my feet.  I wish they would have sent the size shown in the picture but they did not.  The 4E size would score 5 stars in all categories but these are just a bit tight!
",4,confused
"
These shoes fit perfectly. The quality is superior. The Next Day Delivery was great too. . .
",5,happy
"
For the price, they are pretty good shoes. Granted, I'm used to Walmart specials, and figured it was time to go a tiny bit upscale. They look nice. They do have an odd sort of extension to the outer profile of the tread/foot area, but I figure this is more to help with stability and not roll one's ankle as easily in lateral movement. Slightly unexpected; but not a real issue. I don't know how long they'll last, but I'm wearing these about every 1-2 weeks at work (Friday) rotating with another pair/brand of shoes I bought at the same time, expect to get no less than a year of service out of them. Occasional weekend wear as well, but again, rotating between these and the other pair. They have a shank to the bottom, so the sole is rather stiff, but coming from steel-toe work boots, it's kind of nice having that solid platform for support; mostly noticeable when moving quickly, helps support the foot a bit...
",4,neutral
"
I love this shoe -- I wear it every day. I'm dismayed though that it's getting harder and harder to find. I worry that Nike is phasing it out.
",5,sad
"
My doctor said that I needed a knee replacement which I refuse to do.  Instead, I have been going to a chiropractor to have my knee adjusted.  After about 12 visits I started feeling better.  I'd long stop wearing dress shoes and opt for black tennis shoes at work.  My first pair was FILA I thought they fitted great.  After several months I knew I needed to replace them. Since I couldn't remember the name I decided to try NIKE, I'd always liked them.  I have some pain still but nowhere near as bad as before the chiropractor adjustment. I'm still going and expect to be pain free soon.  So, I really didn't think shoes would make a difference.  Boy was I wrong the arches in these shoes makes me stand up straight which take the pressure off my knee.  I am walking pain-free (UNBELIABLE).  If  stoop over pain, stand up straight no pain.  I love these shoes.  I want to buy another pair just because I want to use them to start going back on my walks.
",5,happy
"
Shoes were too tight around the toes. Not wide as described in the add.
",3,confused
"
My previous pair lasted 4 years. I only stopped wearing them because they were too soiled to clean up. I still wear them for yard work. The new pair... after approx. 4 months the sole separated on the back half of 1 sneaker, then the toe of the same shoe. This design squeaks (everyone knows that). you can put talcum or WD40 to take care of that. But if it's such a known issue why cant Nike fix the design flaw.
",2,angry
"
My adult son who works at the airport and is on his feet for many hours a day LOVES these shoes.  I talked him in to rotating his work shoes everyday which help him do a better job and get a promotion.  If you work on hard floors and / or work out every day, I urge you to buy two pair of shoes and rotate them. They will wear out after 6 months and then new shoes from Amazon could be ordered up.  He gets three new pair of shoes twice a year and wears em down. He appreciates the new shoes and the price is the lowest here on Amazon.
",5,happy
"
The shoes were fine. My son has worn these for years. The leather keeps his feet warm when he works in the freezer. He has a very wide foot and they fit him great and look nice too
",5,happy
"
Great sneaker!
",5,happy
"
This is a great shoe.  I've purchased about 4 pairs now, 3 from sports stores the last pair from Amazon.  I wear custom Orthodics and shoe shopping is somewhat of a nightmare for me.  I need a shoe with a deep heel that also has a removable sole.  Not to mention that the shoe has to be wide enough to fit the orthodic AND my wide foot.  This shoe is just AWESOME!!  I can not only remove the sole of the shoe, but once I put in my Orthodics, my foot just slides in.  When the shoe is too narrow, the shoe will squeak like a wet shoe only worse.  It is very annoying and they don't stop making noise even when the shoe is well broken in.  With these, I have no squeaking.  they are very comfortable, last a long time and support my feet.  I'm on my feet most of the day and my back and feet don't hurt as much with these shoes.  I would highly recommend them to anyone who not only has wide feet(like I do) but who also has to wear inserts.  Thanks Nike for providing a wide shoe for those who need it.
",5,happy
"
Like-Sharp Shoe, eventually conforms to foot well, but the soul is not very shock proof, and, you can put inserts in it, becomes too crowded.
",4,confused
"
This is exactly what I thought they would be. Great deal for these sneakers
",5,happy
"
These are the noisiest sneakers I’ve ever bought. They make noise walking on carpet! Beware, they also run small. I only wear sneakers on the weekends ( work boots during the week ) and have worn these a total of about 15 hours since I got them. Amazon only gives a 30 day return policy on them. Never again Nike!
",1,angry
"
I've worn these for years.  They've held up where other shoes failed.
",5,happy
"
Perfect fit and comfortable
",5,happy
"
Everything I like and I use them for every day walk
",5,happy
"
Using this for Pickleball. Lots of support. Good Cushing. I have a wider foot and they fit perfectly
",5,happy
"
I rarely give that fifth star, most products I buy have much more to improve and 5 stars seems too perfect for me. But these sneakers are just that, perfect.These are my 7th pair, and I will continue to buy them. I do own other sneakers, but the others are more for fashion and less for function.These are the best fitting sneakers I've ever owned. Not to take away from looks, cause they are nice to look at, but they're considered the low end of Nike, compared to those like Air Max. Even so, they're built tough and can outlast them all. I still have an older pair I use for around the house, and dirtier chores. And the newer ones I use for walking around or being on my feet longer than usual.They come in a great variety of sizes which was my initial interest. I can get these in very extra wide, while still in half sizes like 11.5 4E which is perfect for my wide feet. And they have a good cushioned insole.
",5,happy
"
I have bought these tennis shoes three times already over the years.  The shoe support is unmatched.  Fantastic shoes for tennis.
",5,happy
"
Everyday wear been wearing this shoe for years. I have 7 pairs.
",5,happy
"
My feet are very wide so I bought the extra wide size. I wore them for months with much discomfort thinking they would break in, but they never did. I ended up giving them to a homeless shelter. Great quality and they last forever though- the reason I know this is because I've had the white Monarchs before that finally broke in. I've since switched to Asics. If you have this same problem finding sneakers wide enough, try Asics.
",4,sad
"
I have had two previous pairs of Air Monarch so I knew what to expect.  The shoe is comfortable, has great support and offers sizes for guys with wide feet.  It's a good looking shoe, great for casual wear--grown up enough without being stodgy!It also holds up better than the current comparable New Balance offerings.  I have flipped between these two companies over the years and the quality seems to change in terms of durability of their respective shoes as years go by.  I have both brands in my closet currently, and as great as New Balance has always been for those of us with Fred Flintstone feet, I think their shoes have become pricey and they fray and tear way too easily (even if you buy a leather shoe from NB the insides seem to tear early).  Nike gets the nod for 2017 in terms of quality and price....As per usual, great delivery speed and price from Amazon.
",5,happy
"
Excellent shoe! The most comfortable that I have ever found!
",5,happy
"
Nice comfortable shoe. Compared to New Balance shoes the glue holding the soles to the uppers lasted a little longer. Still the reason for buying new shoes is that the sole unglue and start to fall off. With frequent use, NB lasted about 6 months, Nike maybe 8. Dewy morning walks or wet pavement - not splashing through puddles - seems to be what does them in.
",4,neutral
"
Immediately felt that this shoe gives great support coming away from a work shoe that was killing my feet. This shoe gave arch and heel support just putting my foot in it. I feel this will be a definite repurchase and it was. I just bought my son a pair, too. And he loves them at 14 yrs old! (14 going on 40) Very happy with these purchases!!!
",4,happy
"
There is one issue with this Nike model that I've had with each pair I've purchased. After the first few weeks of reguar wear, the insole / midsole develops a very audible squeaking sound that is apparent with each step. I am not certain how the insole is attached, but it loosens and the rubbing between it and the midsole can get quite loud. Using some talc powder inside the shoe can temporarily quiet the sound, but it eventually comes back even louder.  the only permanent way I've found to deal with this is to remove the insole and place a thin silicone sheet between it and the midsole.  This has been an issue for several years now, and Nike has be made aware of it. I buy this model because it is one of very few that are made in my size. I really wish Nike would put some effort into solving the squeaking once and for all.
",3,confused
"
Since buying my first pair of Nike Air sneakers, more than 20 years ago, I've not found better sneakers anywhere.  I've had Addidas, Asiacs, and other, but none of them are as good as Nike, and within the spectrum of Nikes, the Monarchs are the best of the best.  A couple of years ago I retired from a very, very physical job requiring miles of walking every day.  When I get home, I'm beat, but my feet feel fine.  I will say that even Nike's wear out, and when they do my legs, and hips start to tell me about it.  A new pair of Monarchs gives me my comfort back immediately.  As long as they are available, I'll be buying them.  I very comfortably recommend Nike Air Monarchs to anyone, especially if you are on your feet all day in your job.
",5,happy
"
I bought this new pair of Nike Monarch Air to replace my my other pair that was 8 years old.  I only wore the old ones for about an hour a day.  Getting 8 years out of the old ones is a good enough reason to justify the purchase of a new pair.
",5,neutral
"
I like the fit and feel of these shoes, and the price is not too bad.  My only complaint, and I don't know if it's just me being hard on shoes, but they only last me about six months.
",4,confused
"
I was wearing New Balance shoes but over a few years my feet got more and more painful.  It got to the point where I couldn't walk my dog.  I got these Nike shoes and it solved the problem.  These shoes aren't as durable and the toe is poorly designed in my opinion since it is the first thing to come apart.  But I get these so I can keep walking.  My dog demands it!
",5,sad
"
These shoes are very comfortable but they don’t last longI’ve only worn these three days and they are already squeaking
",3,confused
"
These are my ""go to"" everyday walking shoes.  They are comfortable and available in 4E width.  They only get 4 stars, as the lifetime expectancy for a pair is about 11-14 months, but they are a cheap line, so easily replaced and disposable. . .
",4,neutral
"
I love the look of these and the fit is perfect for my large, narrow feet.  I have always loved Nike Air and find them extremely comfortable.  I have a pair for work and relaxation.  They hold up and are made very well. I keep replacing my work ones and will purchase again the next time I need a new pair.
",5,happy
"
I have been wearing these shoes for years.  I work in a Home Depot store and walk miles on the concrete floors and can tell you, shoes make all the difference in the world and these shoes are the best.  I wear them every day.  They have an air cushion insole that is like walking on air and makes all the difference in the world.  With other shoes, the pain in my feet and ankles were pronounced, but not with these shoes.  They are, indeed, a treat for your feet.  Buy them.  You will like them.
",5,happy
"
I know a majority of reviewers mention the squeak that eventually makes itself known but I don't worry about it because I wear these shoes for work. I am on my feet all day at work on a cement floor and these Nike's are comfortable. My workplace also has a steady amount of noise that I don't have to listen to the annoying squeaking inherited in these particular shoes.
",4,neutral
"
This is my second pair of the same shoe, just a different color. I’ll start to rotate them now. They fit just right in the toes, sides, and the heel areas. Also like them because I can keep shoe laces tied and slip them on and off with minimal force. Some people have weak hands with arthritis like me so slip on outdoor shoes are nice to have. Not all Nike shoes will slip on and off easily. Great fit, nice looking, ease of use. 5 Stars ⭐️⭐️⭐️⭐️⭐️ !
",5,happy
"
I've been wearing this particular shoe model for years now and like them very much for my needs. This particular pair was priced great and comparable with the the cost locally. I've had  a difficult time walking into my local department store or even the shoe stores and finding this shoe in my size... not because it is a odd size but apparently it is a popular size that nobody chooses to overstock to adjust for their demand. Instead they'll look on there store inventory computer to see if any other local branches have them and send you to them or they'll offer to ship a pair to you so, I just cut that out without having to travel to find out if they have a pair or not. Love That!
",5,happy
"
I’m 28 years old and my buddy is the first of our group of friends to announce a pregnancy. I bought him a pair of these bad boys for mowing the lawn, BBQing, and general Dad activities. Can’t have my boy walking around in a pair of NB.
",5,neutral
"
I have bought my husband these shoes four times now. He has really bad flat feet and these with his orthotics make it possible for him to walk without pain. If they stop selling these I will not know what to do.
",5,happy
"
I had a white/silver/blue version of this same model for a couple years. Once I moved them to the mowing-the-lawn category they have lasted even a few years more, just starting to peel back at the toes now after years of abuse. I hope these black ones last as long. They fit perfectly (even though my feet are a size off each other) and feel very comfortable even after 8 hours or more. Other reviewers haven't been as happy lately. I am hoping I don't have to update this review ;)I have many pairs of various sneakers so I don't wear them out that fast.
",5,happy
"
Great quality, comfort, and price. These are excellent for feet that talk to you. They feel like You are walking on air. My first pair and I should have started a long time ago. I will update my comments in a few months of daily wear. So far 5 out of 5 stars.
",5,happy
"
My company recently changed from a business causual to a causal dress code.  I have this same shoe in white, so I decided to purchase the same shoe in black to look a little less tennis shoe-ish at work and not have to change shoes for my lunchtime powerwalking workouts. The shoes are very comfortable just like my white pair, but they do squeek quite a bit. Tighting the shoe laces does help some.  Overall I am pretty happy with these shoes and will purchase them again when they wear out.
",4,neutral
"
Great pair of tennis shoes.  My 21 year old nephew needed a new pair of tennis shoes and asked if I'd buy him a pair.  I picked these out and had them shipped to him.  After receiving the shoes I asked how he liked them and he stated he loved them.  As long as he is happy I'm happy.  So far they seem to be handling the rough treatment expected by a young adult.  No issues at all with the shoes or the fit.  I ordered the same exact size he wears in tennis shoes that are purchased in the big box stores.  Great product and loved being able to ship them directly to him which saved me time and money.  Great Product and would buy again.
",5,happy
"
I wonder if Amazon accidentally sold me fakes? Knock offs?I buy mostly Nike only and love them and these are comfortable shoes and comfortable on my feet.That said the horribly loud squeaking noise is awful with it even louder in stores and in the rain is really awful!So I am looking for a light pair of nikes that do not make noise?If anyone has suggestions they would be very much appreciated as I don’t know what to buy next but need a lightweight quiet pair of Nike walking shoes!
",4,confused
"
I want a replacement! I've had this same shoe several years ago and I remembered how well they fit and lasted but this pair of shoes has me embarrassed walking through a store. With every step as I'm pushing off or forward they squeak really loud.Its not the rubber outsole, it's inside the shoe underneath the insole. I checked to see if the insole would come out and if so i was going to use a powder under it but its glued down and if the glue is stuck that good then what's really ""squeaking""
",4,angry
"
These shoes are wonderful shoes. My fiancée is heavyset and is very hard on shoes. He is on his feet all the time, and does outdoor work. They support his feet well, and he doesn’t have leg or back pain when he wears them. (Unlike his Walmart brand shoes.) Also they last him about a year of heavy use. The only downside is the rubber comes away from the body of the shoe at the front over time. Somehow he does this to all of his shoes no matter what. Still I am impressed with these.
",4,happy
"
colour and pattern style was good but it was too heavy.  internal height was a bit less
",2,neutral
"
These are good, durable shoes but not as breathable as I'd like.I see lots of other dads wearing these shoes, so they must be popular.  The best feature of these shoes are that kids tend to make fun of them which only fuels my paternal pride.  Common remarks from adolescents are directed towards their 1980's styling.  As long as you're not single or fashionable, and very comfortable with the dad look, these shoes are for you.Don't forget to purchase cargo shorts and 1980's/90's reference graphic t-shirts to complete the look.
",4,happy
"
I have a wide foot and these sneakers in the 4E width are the most comfortable I've found.  I usually try to by them at our local Kohl's store when they are on sale, but I had some Amazon gift cards that covered the cost of buying these through Amazon.  These fit me perfect (ordered a size 10 4E which is my correct size).  I have tried Sketchers, New Balance and these Nike sneakers and the Nike to me has the best support and the longest lasting support of the three brands.  The Amazon seller shipped these out to me right away and there were no issues with the sneakers or the delivery.Changing my review after having these sneakers for a little while.  This is the first pair I've had that are coming apart already.  The top of the sneaker over the toes started peeling off.  I haven't treated these roughly, but I do wear them pretty much every day.  Disappointed that they are already breaking down...
",3,sad
"
I've been buying these shoes for years. I usually go through a couple pair in about a year to 16 months. I usually keep my older pair for mowing grass, working around the yard and garage etc and keep the newer pair for going out shopping, ballgames, restaurants, just about all the other times when I don't need dress shoes. I am a big guy and wear big 4E shoes and these are very comfortable. I usually keep a ""new"" pair in the box ready for when I decide my ""old"" shoes are ready for the trash and convert the ""good"" ones to the ""old"" ones and get out the ""new"" pair to be the ""good"" ones. Yeah, it's a system that probably only I understand but I do understand it. Obviously I will buy these shoes again and I rate them a 5 star. Hope this helps.
",5,happy
"
Hope it last , they in time have trouble staying together at the sole
",4,sad
"
I walked 8 miles in these shoes the first day, I fully expected to have sore feet from new shoes, to my surprise my feet felt great!!! I was amazed at how great these shoes feel, I have wide flat feet so walking for long periods is usually painful but not with these shoes, it’s so great to get more than expected from a product. Thanks Nike!!!
",5,happy
"
I ONLY BUY THIS STYLE NIKE, ITS THE ONLY ONE THAT FITS GOOD ANDCUSHEN IS GREAT, I JUST WISH THEY WOULD HAVE A DIFFERENT COLOR SCHEMEFOR 10 YEARS I MUST HAVE BOUGHT 12 PAIRS AND THERE ALL WHITEI STILL BUY BECAUSE I CANT FIND ANOTHER SHOE THAT FITS GOOD WITH MY HAMMER TOE FEETCHUCK, DUARTE
",5,happy
"
Nothing to dislike.  I travel frequently and wear them because they are so comfortable. Wish I had two pair of these.  The fit is perfect. Even look good with dress slacks for traveling on plane.
",5,happy
"
Wonderful shoes for everyday wear or exercise. I use them as my everyday shoes. They are sturdy, comfortable and planted/stable. I need to use 4E size, I roll out when I walk. so I need shoes that provide extra support. I did my research, there are barely any shoes on the market for this price and comfort level.As someone else had mentioned here, these shoes tend to squeak after some time. It can be easily fixed with talc powder. Just take out foam inserts, spread some talc over the bottom inside and put inserts back where they were. It fixed all squeaking for me and now these shoes are just perfect.Minor issues: blue bottom tends to color white parts on the other shoe where they touch.
",5,happy
"
I bought these shoes for my son who has wide feet. They fit very comfortably and are nice quality. The shoes aren’t made of soft fabric like other shoes, these seem much more sturdy.
",5,happy
"
Third pair. Fast walk 2.5 miles per day. Last one year before heel wears down. Very comfortable.
",4,happy
"
My brother love's his new shoes to bad he won't wear another brand
",3,happy
"
I got these because I was tired of Adidas and liked the look.  I have the white/black/red, not the weird looking all black in the picture.  I knew about the squeaking issue, but seemed to be an easy fix.  I tried them on at a local store before ordering from Amazon.  I would have just bought them at the local store, but they were out of my size.  Anyway, these, to me, run a bit small.  I wear 11.5 in almost every brand, but usually need a 12 in Nikes.  These are the most comfortable shoes I have ever owned, and that includes my current workshoes (Merrill Shiver Moc), which cost well over $100 usually.  Time will tell on the wear and squeak, but after a few days with some heavy walking mixed in, these are great!
",5,confused
"
I am on my feet for 12 hours 3 days a week and go through a pair of these about every 7 to 8 months.  On average I do between 5 to 10 miles a day at work and when not walking , I am standing.  I work in a large intensive care unit and these are the shoes o have been going back to over a nd over again for the last 5 plus years.  I have Morton's tie and these are the only shoes I can count on to not exacerbate the issue.
",5,happy
"
I am on my feet all day long. I put in about 8 miles a day and usually well over 20,000 steps. I had a worn out pair of running shoes that I have been wearing and my feet and back started to feel it. I was searching for a comfortable pair of shoes and these were the best reviewed that I could find. So I purchased and never been happier. Very comfortable and I can wear them all day without fatigue. I typically don't leave reviews but the reviews I read lead me to make this purchase so I figured I would return the favor.
",5,happy
"
The last 2 pair of these shoes I bought from dunhams did discollar on the left shoe. Other Amazon customers who bought these shoes form Amazon have said that they experianced the same with these shoes.  My experiance is the discoloration (sp?) wipes off with  damp towel. Really not a problem. I've been buying these same shoes for 14 years.
",5,confused
"
I hate I purchased shoes with a plastic sole but that the quality and fit were a good value
",3,sad
"
I love this shoe and wear it daily.
",5,happy
"
After two weeks the sneaker have not arrived yet.  I like the look otherwise I would cancel my order.  Hopefully they will be worth the wait!
",1,confused
"
Exactly the ones I wanted. Great services thank you.
",5,happy
"
Very pleased.  Good fit.  I have wide feet, and the 4E width fit nicely.  Interesting that the price shown on the shoe box was $65 and I paid more. However, overall, these are reasonably priced sneakers.
",5,neutral
"
My husband loves these sneakers. He said they fit him great and are comfortable when he walks in them. He also said that is why he is on his 4th pair of them.
",5,happy
"
Use every day casual wear - do not like shoes - my old pair was good, but the rubber tip and sides fell apart from main sneaker after a year and had to crazy glue them back to sneaker - still bought 2 more pairs because I find them comfortable - Nike needs to come up with a more durable adhesive to hold up over time
",4,neutral
"
4e width as advertised. only con is one of the middle nylon straps ripped away from the stitching when i tried to tie my shoe. even tho that happened.. i just bypassed the nylon straps on each side when tying. other than that they are comfortable and I would by again. Especially since they went down nearly 20 dollars a few days after I bought them for 65!?
",4,confused
"
These shoes are perfect for my husband because they come in such a wide size. I ordered the 4E width and received D width. Very disappointing. The shoes in the correct size get a 5 star in all categories.
",2,sad
"
I bought these for my husband he walks 5 to 6 miles 5 days a week and he says that the comfort is really great especially since he is diabetic and does suffer from his feet.
",5,happy
"
These are without a doubt the most comfortable sneakers I've ever worn.  Not only that but they don't wear out.  I only replace them when they get dirty and marked up to the point they can't be cleaned any longer.  At that point they become work shoes for working in the yard and garden.
",5,happy
"
I've worn Nike Air Monarch's for years and loved their comfort support and durability. This is why I ordered Two pair but both pair had one squeeky shoe. Thankfully, the right shoe squeeked on one pair and the left shoe squeeked on the other, so, I took the good left and good right and ended up with one good pair. I'm timed out on return of the bad pair. I never thought I would run into this problem with a pair of Nike's. I doubt I'll be buying any tennis shoes on line again.
",1,sad
"
My second pair.  Great because they're available in wide (they may call them extra wide).  Got all black this time, and I use them for light hiking.  You'll probably find that yours squeak with every step; a good dose or two of talc on and around the insole will remedy that.
",5,happy
"
Great walking shoes, not so much for running I think, they are too heavy.
",4,neutral
"
Quite and comfortable, provides great support, soothed my heal pain after one week of wearing on walks
",5,happy
"
Without a doubt these are the most comfortable sneakers I've ever worn. Not only that but they simply don't wear out. I only replace them when they get dirty and marked up to the point they can no longer be cleaned.  At that point they become work shoes for the yard and garden.
",5,happy
"
Stopped wearing them when they had the ungrateful unpatriotic Colin Kaepernick in 2018 spikes for them. Just can’t find anything that fits like them so after trying 5 different brands I reluctantly bought another pair
",5,angry
"
I have been wearing these sneakers for years. Good quality and comfortable. Just recently learned how to stop the squeak when you walk. Talcum powder under the insert. Thanks you tube. ordered a  pair even though I didn't need them yet, to avoid the new tariff. You know how it goes the price will go up and never come back down even if the tariffs are removed. I.E. the gas price increase. Gas came down and prices did not follow, of course. Wear almost everyday.
",5,neutral
"
These shoes are very comfortable.  This is my third pair - they last about two years of daily wear.  There are many reviews that complain that these shoes squeak rather loudly.  They do, but I found the cure - 1) remove the inner sole 2) coat the inside of the sole of the shoe with Neatsfoot Oil 3) put the inner sole back in - no more squeaks.  They would definitely be a 5 star if not for the squeak.
",4,happy
"
I got these for a friend. He's a big guy about 350 pounds and a size 15 4E. I personally like this specific shoes so I got some for him to try out. He said it was so nice that he doesn't have to worry about his knees and ankles hurting now that he has these. Definitely worth it just for that and then I bought him a second pair!
",5,happy
"
These were for my husband for work. Sturdy shoes for the money. Unless his feet grew at 60yrs old, they seem to run a tad narrow (he got 4E).Beware: NOT SLIP RESISTANT! Of course they only claim “traction on varied surfaces”, so....
",4,confused
"
This is the only Nike shoe I wear.I have a wide foot and this shoe is extremely comfortable. I recommend it highly.
",5,happy
"
I have bought 3 pair of these since MY NEPHEW has HUGE FEET... the ONLY problem is the LACING around the toe area... all three pairs came undone... I had to take them to a shoe repair each time... This latest pair I SUPER GLUED the stitching and it's holding better.  He is only 15 and wears a 13 4XE.... this is a great shoe but remember to buy that super glue!
",4,neutral
"
So happy with these, especially in the 4E width - WHAT a difference for me!  I put inserts in these for my plantar fasciitis, and these are the most comfortable shoes I have ever had.  My only issue is they go sour pretty fast - which was never an issue for me till the last couple of years, so I don't know if it's the materials in this shoe, or if my body chemistry is changing.  Anyway, I have found ways to combat the smell, love the shoe.
",5,happy
"
Great shoe! Fits and feels good...long lasting even after many machine washes!
",5,happy
"
brought for my dad, he loves them and saids it feels good on his feet. He always gets these,
",5,happy
"
I have owned two other NIKE Men's Air Monarch IV Cross Trainer's. The last pair I had lasted 6 years without tearing, coming apart or and other failures. I had minimal wearing down on the bottom sole which, was expected after all the use I put them through. I still wear the old pair for dirty jobs and such. I decided to buy another new pair and it fit exactly as the others. Perfectly. I have always ordered a 10 4E. With my ""Square toes"" they fit great. Fantastic shoes.
",5,happy
"
Comfortable well made shoes with great quality leather tops. Unfortunately the sole on the right shoe was defective and significantly higher than the other and they were returned.Buying shoes on the net can be problematic but I've found over the years that Nike is always true to size and style tends not to deviate from their standard sizing. I wear 10.5 but ordered these in a 10 because I wanted them snug.But even at a half size down they were 'boxy"" an the fit was loose in all the wrong places i.e.: arch support, Heel and toe. My guess  is that this has more to do with the molding problems that shoes had than Nike producing a shoe inherently sized to large.In fact based on the glowing reviews here, I would say that's not the case at all.Hopefully my next pair will be free of damage and I'll be ordering a half size down just to be on the safe side.
",3,confused
"
Good arch support nice and wide in this side and good support at the heel. I really love these shoes for walking and running.
",5,happy
"
Due to diabetic neuropathy in my feet I usually buy shoes that are one size too large and 4e width. These are the only training shoe I have found in 4e width.  I've 4 pair of these over the last few years and find them to be of high quality, but they do tend to slip on the ice a little in the cold weather. If not for this I would have given 5 stars
",4,happy
"
I've tried several shoes recently that cramp my toes.  This shoe seems to have a wider toe area.  Not so wild that my foot is moving around, but wide enough that my toes aren't crammed together.  They were so comfortable that I bought two additional pairs.
",5,happy
"
Loved the shoes, but they squeak and it's annoying! Didn't wear them for a few months after I bought them, so now its too late to return them. Are there any other options?
",2,sad
"
Trurh is everyone is make horrible shoes now expect them to last 4 to 8 months! now it just about comfortablility these shoes are comfortable and looks good but like everyone else pure JUNK!!!! i had purchased 511 boots before these ones for around $170 same damb thing
",2,sad
"
I love these shoes they fit great they are very good for my legs great support and comfort
",5,happy
"
My feet are sensitive after 30 years as a Machinist always on my feet! These shoes are X-Wide and they fit wonderfully! So comfortable! A great walking or running shoes!
",5,happy
"
The best sneaker on the market for us unfortunates with very wide feet.
",5,happy
"
This is the fourth or fifth pair of these shoes I've owned. They are great as they come in wide widths. I definitely recommend them!
",5,happy
"
Very Comfortable I am on my feet as an auto mechanic all day it’s important to have comfortable shoes. My only concern is this product was not made at a sweatshop in China by people imprisioned against there will !
",5,neutral
"
I bought the EEEE they were wide enough for my sons feet. They fit well
",5,happy
"
I need wide fit shoes and stores just don'tever carry them so I have to order online, these shoes fit great !
",5,happy
"
Bought these Nike brand as they looked very similar to a pair I had from New Balance and lasted for over 5 years and was about to buy again when I saw the advertisement for these. So, thinking, hey Nike for about the same price, big name, probably better, right? Wrong... they don't feel as comfortable as the NB, as they are slightly different in the design, mainly in the heel, as can be seen in the side by side comparison in the pictures attached of the left shoe of my 5 year old NB and the new Nike. I kept them anyway and still giving three stars as they aren't too bad, but wishing I would of bought the NB brand again.
",3,confused
"
I have been wearing Nike Air Monarch shoes since they were first introduced. This is generation four and I am glad that the sole pattern has been changed. Generation 3 was squeaky after some wear on the bottom. Otherwise, the fit and comfort are as the have always been. I am on my feet for up to 14-15 hrs a day when I work and these have been the best shoes I have found for my type of work and since they are all black, they pass as dress shoes even in a suit when a suit is required
",4,happy
"
Perfect fit for my husband he absolutely loves these shoes. I strongly recommend them for anyone who wants quality tennis shoes that are proven to stay comfortable even after prolonged use. He had a previous pair of the same line (Nike Air monarchs) for about 5 years as his daily shoes and they are still wearable and comfortable they were just showing their age from years of wear and tare so he wanted a pair that looked nicer to wear out.
",5,happy
"
Picky husband says these are very, very comfortable.  Order a half-size larger and a width wider than the size you normally wear.  That is typical for Nike athletic shoes across the board.  He wears an EE in width and a shoe size of 11.5. I order a 12, EEEE and they fit him comfortably. The photo has the Nike 12 EEEE next to his Propet 11.5 EE snow boots.  You can see the length and width of both shoes are identical
",5,happy
"
My previous Air Monarch is more comfortable, has more cushion for support, etc.The quality compared to my previous Air monarch, this one is lesser quality for the same model…
",3,confused
"
After a few days, it has begun to squeak when I walk. It fits comfortably, has sufficient support overall.  I'll use it for a couple of months to break it in. Hopefully, the squeak will disappear
",4,neutral
"
I have to wear wide shoes even though my feet are not wide, because I have a very very high arch.  These Air Monarch are great for my feet.
",5,happy
"
The shoes themselves are decent. I have owned two previous pairs, one in black, one in white. They both have developed an annoying squeaking/scrunching sound. I thought there was something going on with the shoes and bought another pair. This pair does the same thing. There is something in the way the shoe is made that when a heavier person walks it scrunches and makes noise - even on sidewalks of thin carpeting.
",3,neutral
"
Since I hate shopping...Once I find something I like I stay with it.  This is at least the fourth pair of Monarch IV's I've owned.  Only problem I had it that they squeak.  Not on the floor, but the leather upper and rubber sole squeak as the shoe ages.
",4,neutral
"
These are the most comfortable shoes I have ever worn. I have had severe plantar fasciitis for years. I have tried splint boots, stretching exercises, steroid shots and custom orthotics. Nothing helped. On the advice of a co-worker, I tried these shoes. After wearing them at work every day for about three months, my pain starting improving. After six months I had no symptoms or pain. I stopped all of the other treatments and have been pain free for over two years!! I have replaced these a couple of times because like any other shoe, they are going to wear out. If you have plantar fasciitis or arch problems, you need to try these shoes!
",5,happy
"
I've purchased two separate pairs of these sneaks & theyre worth every penny. In my job I walk 5-10 miles a night in a distribution plant. These sneakers make it feel as if I am walking on pillows. Incredibly well made and affordable. Bought a 2nd-pair and they didnt disappoint in the slightest in their 6 months since Ive been wearing them. Simply, without these sneakers, I wouldnt be able to do my job.
",5,happy
